am_sid,sciname,reviewed,iucn_sid,popn_trend,popn_category,spp_group,id_no,spatial_source,name_verified
W-Msc-214545,Gymnodoris inornata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-597112,Gymnodoris okinawae,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-533866,Gymnodoris alba,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599288,Favorinus japonicus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-221074,Phyllodesmium hyalinum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-599286,Cratena simba,null,NA,NA,NA,NA,NA,am,FALSE
W-Sca-344317,Dischides prionotus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344534,Paradentalium pseudosexagonum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344178,Dentalium robustum,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344578,Striocadulus sagei,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344499,Compressidentalium sibogae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344299,Cadulus simillimus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344301,Cadulus sofiae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344246,Bathoxiphus soyomaruae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344370,Gadila spreta,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344555,Tesseracme tetrapleura,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344547,Striodentalium thetidis,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344572,Spadentalina tubiformis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98108,Antalis usitatum,null,NA,NA,NA,NA,NA,am,FALSE
W-Sca-344483,Polyschides vietnamicus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344307,Cadulus vincentianus,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344380,Gadila whitneyae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344308,Cadulus woodhousae,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344223,Fissidentalium yokoyamai,null,NA,NA,NA,NA,NA,am,TRUE
W-Sca-344381,Gadila zonata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98173,Iothia coppingeri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-197316,Nucula falklandica,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98175,Asajirus eunuchus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-138794,Barbatia clathrata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-138784,Anadara demiri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-236694,Glycymeris insubrica,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-181287,Parvamussium fenestratum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-140708,Palliolum incomparabile,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98409,Lima inflata,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-386317,Onithochiton lyellii,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-211920,Acanthopleura spinosa,null,NA,NA,NA,NA,NA,am,TRUE
SLB-171947,Ostrea capsa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-140278,Ctena decussata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-385805,Leptochiton japonicus,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-118636,Munnopsurus giganteus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-197240,Lissarca miliaris,null,NA,NA,NA,NA,NA,am,TRUE
W-Oph-173591,Ophionotus hexactis,null,NA,NA,NA,NA,NA,am,TRUE
W-Pol-173675,Aglaophamus ornatus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98670,Architectonica uruguaya,null,NA,NA,NA,NA,NA,am,FALSE
W-Hyd-117542,Eudendrium armatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Hyd-231687,Eudendrium simplex,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-207663,Haliotis clathrata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216284,Scutus unguis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98696,Diodora mus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-367639,Angaria delphinus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98701,Angaria sphaerula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-413389,Astralium rhodostomum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-547246,Clanculus atropurpureus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-211267,Clanculus clanguloides,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98712,Trochus histrio,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-594215,Broderipia iridescens,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215214,Stomatella varia,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98720,Stomatia heckeliana,null,NA,NA,NA,NA,NA,am,FALSE
MFW-3735,Clithon oualaniensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98746,Puperita bensoni,null,NA,NA,NA,NA,NA,am,TRUE
MFW-3778,Septaria porcellana,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-532129,Phenacolepas scobinata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98762,Cerithium balteatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98763,Cerithium claviforme,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216677,Cerithium punctatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216673,Cerithium zebrum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98773,Cerithium zonatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-139067,Clypeomorus bifasciata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-598379,Pseudovertagus nobilis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98781,Rhinoclavis articulata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98782,Rhinoclavis diadema,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98783,Rhinoclavis sordidula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-547187,Diala albugo,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-211927,Diala semistriata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-446545,Turritella cingulifera,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98787,Angiola fasciata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208936,Littoraria coccinea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208938,Littoraria intermedia,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-445520,Peasiella conoidalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216954,Rissoina ambigua,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98807,Rissoina balteata,null,NA,NA,NA,NA,NA,am,TRUE
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,Coronidopsis serenei,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-469737,Cupuladria guineensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-111064,Aetea ligulata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98864,Strombus haemastoma,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-532173,Canarium maculatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98866,Strombus microurceus,null,NA,NA,NA,NA,NA,am,TRUE
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,Manningia australiensis,null,NA,NA,NA,NA,NA,am,TRUE
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,Sinosquilla sinica,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216835,Cypraea beckii,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216810,Cypraea bistrinotata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216823,Cypraea childreni,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216886,Pustularia cicercula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-396627,Cribrarula cribraria,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216841,Cypraea cylindrica,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216818,Cypraea felina,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98914,Cypraea globulus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-139500,Purpuradusta gracilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-529737,Bistolida kieneri,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98932,Cypraea labrolineata,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-172953,Beania costata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-567504,Pustularia margarita,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-172955,Beania inermis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216837,Cypraea mariae,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98947,Cypraea ovum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98949,Cypraea punctata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216814,Cypraea teres,null,NA,NA,NA,NA,NA,am,TRUE
SLB-98953,Cypraea testudinaria,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-216901,Calpurnus verrucosus,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-173750,Carbasea ovoidea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-430582,Prionovolva brevis,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-467469,Antarctothoa bougainvillei,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-207996,Natica arachnoidea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-207989,Natica onca,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99000,Natica orientalis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99008,Bursa tuberosissima,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99011,Gyrineum pusillum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99012,Gyrineum roseum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99017,Cymatium hepaticum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-577096,Tonna cepa,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99080,Acutiserolis cidaris,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99083,Aega alazon,null,NA,NA,NA,NA,NA,am,FALSE
SLB-99085,Aega birubi,null,NA,NA,NA,NA,NA,am,FALSE
SLB-99077,Aega trulla,null,NA,NA,NA,NA,NA,am,FALSE
SLB-99078,Aega umpara,null,NA,NA,NA,NA,NA,am,FALSE
W-Iso-214903,Amakusanthura cosmoledo,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-258955,Aphantolana costaricensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-259183,Austrasphaera berentsae,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-259184,Austrasphaera springthorpei,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-259654,Cassidias australiensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-259755,Chauliodoniscus princeps,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256533,Cirolana kokoru,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256543,Cirolana mclaughlinae,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256560,Cirolana quechso,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-259838,Colopisthus ronrico,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-257013,Exosphaeroma alveola,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216055,Hansenium expansum,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-255830,Haploniscus rostratus,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-118678,Ilyarachna mediorientalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216049,Joeropsis dimorpha,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216046,Joeropsis lentigo,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-257978,Litarcturus stebbingi,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-261102,Margueritta sandyi,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216060,Mizothenar serratum,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-261314,Moruloidea perionasus,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256658,Natatolana brucei,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256660,Natatolana buzwilsoni,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256662,Natatolana carlenae,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256666,Natatolana debrae,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256675,Natatolana honu,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256700,Natatolana rusteni,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256701,Natatolana sinuosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256702,Natatolana taiti,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-214915,Neohyssura gladia,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-261578,Notopais minya,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256716,Politolana haneyi,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-256720,Politolana tricarinata,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-258009,Pseudidothea miersi,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216050,Pseudojanira meganesus,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216053,Santia spicata,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216052,Santia urospinosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-262903,Scaphojoeropsis kimblae,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-262904,Scaphojoeropsis multicarinata,null,NA,NA,NA,NA,NA,am,TRUE
W-Iso-216064,Stenetrium quinquedens,null,NA,NA,NA,NA,NA,am,TRUE
SLB-99050,Gonodactylellus annularis,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-470858,Disporella crassa,null,NA,NA,NA,NA,NA,am,TRUE
W-Bry-472368,Flustrapora magellanica,null,NA,NA,NA,NA,NA,am,TRUE
ITS-682547,Gonodactylellus snidvongsi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-405854,Chicomurex venustulus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100404,Gonodactyloideus cracens,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-408054,Vitularia miliaris,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-212137,Drupa clathrata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100443,Habromorula biconica,null,NA,NA,NA,NA,NA,am,FALSE
SLB-100444,Membranipora isabelleana,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100482,Thais kieneri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-549861,Coralliophila bulbiformis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208124,Coralliophila costularis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208123,Coralliophila squamosissima,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215776,Rapa rapa,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100501,Clivipollia pulcher,null,NA,NA,NA,NA,NA,am,FALSE
SLB-100511,Engina zonalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215674,Pisania ignea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-527519,Colubraria tortuosa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-511781,Euplica turturina,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-577124,Graphicomassa ligula,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100576,Mitrella marquesa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208024,Pyrene flava,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100583,Pyrene punctata,1,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215755,Hebra horrida,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215726,Nassarius pauperus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-560218,Nassarius granifer,null,NA,NA,NA,NA,NA,am,FALSE
SLB-100601,Nassarius luridus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100610,Conus vitulinus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217068,Dolicholatirus lancea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100667,Latirus nodatus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100676,Scintilla anomala,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590514,Mitra cardinalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590517,Mitra coffea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100690,Scintilla nitidella,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-423927,Mitra papalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590554,Mitra avenacea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-572142,Mitra chrysalis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590599,Mitra chrysostoma,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590600,Mitra coarctata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590609,Mitra ferruginea,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440070,Dromidiopsis richeri,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590611,Mitra fulvescens,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100729,Mitra lugubris,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590622,Mitra puncticulata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590624,Mitra pyramis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590627,Mitra rubritincta,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590671,Mitra acuminata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590673,Mitra auriculoides,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590676,Mitra decurtata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590679,Mitra paupercula,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100746,Mitra pelliserpentis,null,NA,NA,NA,NA,NA,am,FALSE
SLB-100747,Mitra retusa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-590685,Mitra typha,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100752,Cancilla fulgetrum,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-217205,Neocancilla clathrus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100758,Scabricola desetangsii,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-416998,Imbricaria conovula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-416997,Imbricaria conularis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100766,Imbricaria vanikorensis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208616,Pterygia crenulata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-417005,Pterygia fenestrata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208615,Pterygia nucea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-413591,Thala jaculanda,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100777,Galeomma layardi,null,NA,NA,NA,NA,NA,am,FALSE
W-Bch-440051,Cryptodromia marquesas,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440044,Cryptodromia coronata,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440069,Dromidiopsis lethrinusae,null,NA,NA,NA,NA,NA,am,TRUE
ITS-708802,Loxosomella atkinsae,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100801,Pseudogaleomma japonica,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100808,Vexillum coronatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100810,Vexillum discolorium,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100811,Vexillum diutenerum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100818,Vexillum lucidum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100822,Vexillum modestum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-381558,Frigidocardium valdentatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100824,Vexillum obeliscus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-596866,Vexillum semifasciatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-381850,Microcardium trapezoidale,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100844,Vexillum cancellarioides,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100846,Vexillum cavea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100848,Vexillum crocatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533182,Notocrater houbricki,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100851,Vexillum microzonias,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100852,Vexillum millecostatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-533183,Notocrater youngi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-591536,Vexillum patriarchale,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100860,Vexillum rubrum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100863,Vexillum semicostatum,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440050,Cryptodromia mariae,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-209466,Cryptodromia pentagonalis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100882,Asaphis dichotoma,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440058,Cryptodromia tuberculata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217096,Clavus exasperatus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-433296,Clavus pica,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-440059,Cryptodromia tumida,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-513356,Jacksonaster depressum,null,NA,NA,NA,NA,NA,am,TRUE
W-Ech-214662,Schizaster lacunosus,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217081,Duplicaria raphanula,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217090,Hastula albula,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100926,Hastula lanceata,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-438685,Hastula matheroniana,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217083,Hastula solida,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208105,Terebra cingulifera,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208117,Terebra columellaris,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100951,Terebra jenningsi,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208107,Terebra laevigata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100963,Paralomis birsteini,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100977,Terebra paucistriata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-100978,Terebra pertusa,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-208088,Terebra textilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217092,Terenolla pygmaea,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-345705,Turridrupa astricta,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-217113,Lophiotoma acuta,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-215078,Turris spectabilis,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-527381,Iotyrris cingulifera,null,NA,NA,NA,NA,NA,am,TRUE
W-Bch-241020,Perisesarma samawati,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101007,Lithodes richeri,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101012,Neolithodes nipponensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101029,Lithodes confundens,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101046,Myzostoma willemoesii,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-434315,Macteola interrupta,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101076,Myzostoma attenuatum,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101138,Clibanarius padaverensis,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-706590,Heliacus fenestratus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101160,Pyramidella sulcata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101210,Scandia gigas,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101320,Chorisquilla tweediei,null,NA,NA,NA,NA,NA,am,TRUE
Chn-3a2c0af7-44ef-4119-b909-a1731e6fa595,Haptosquilla stoliura,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101325,Haptosquilla trispinosa,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101326,Haptosquilla tuberosa,null,NA,NA,NA,NA,NA,am,TRUE
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,Siamosquilla laevicaudata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101351,Lysiosquilla sulcirostris,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101354,Lysiosquilla tredecimdentata,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101401,Alachosquilla vicina,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101461,Aplidium stewartense,null,NA,NA,NA,NA,NA,am,FALSE
W-Msc-340764,Phyllomenia austrina,null,NA,NA,NA,NA,NA,am,TRUE
W-Msc-340727,Dorymenia tricarinata,null,NA,NA,NA,NA,NA,am,TRUE
W-Cha-266267,Serratosagitta bierii,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101660,Austrosquilla tsangi,null,NA,NA,NA,NA,NA,am,TRUE
ITS-682579,Pullosquilla litoralis,null,NA,NA,NA,NA,NA,am,TRUE
NZ-5954,Acaenosquilla brazieri,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101698,Alima orientalis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101703,Alimopsoides tuberculatus,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101709,Anchisquilla chani,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101717,Anchisquilloides mcneilli,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101723,Carinosquilla australiensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101725,Carinosquilla redacta,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101727,Carinosquilla thailandensis,null,NA,NA,NA,NA,NA,am,TRUE
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,Cloridina pelamidae,null,NA,NA,NA,NA,NA,am,TRUE
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,Faughnia formosae,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101781,Raoulserenea pygmaea,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101786,Alainosquilla foresti,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101789,Pseudosquillana megalophthalma,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101793,Gonodactylellus kandi,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101800,Lysiosquilloides mapia,null,NA,NA,NA,NA,NA,am,TRUE
ITS-682550,Neogonodactylus curacaoensis,null,NA,NA,NA,NA,NA,am,TRUE
SLB-101982,Gonodactylaceus mutatus,null,NA,NA,NA,NA,NA,am,TRUE
