am_sid,sciname,iucn_id,sciname_worrms,status,sciname_accepted,am_name_ver
ITS-552838,Callianassa japonica,NA,NA,deleted,Callianassa subterranea japonica,FALSE
SLB-157216,Callianassa joculatrix,NA,Callianassa joculatrix,accepted,Callianassa joculatrix,TRUE
NZ-7273,Callianidea typa,NA,Callianidea typa,accepted,Callianidea typa,TRUE
W-Bch-394860,Callinectes bocourti,NA,Callinectes bocourti,accepted,Callinectes bocourti,TRUE
W-Bch-107378,Callinectes danae,NA,Callinectes danae,accepted,Callinectes danae,TRUE
W-Bch-422037,Callinectes exasperatus,NA,Callinectes exasperatus,accepted,Callinectes exasperatus,TRUE
W-Bch-422038,Callinectes larvatus,NA,Callinectes larvatus,unaccepted,Callinectes marginatus,FALSE
W-Bch-241106,Callinectes marginatus,NA,Callinectes marginatus,accepted,Callinectes marginatus,TRUE
W-Bch-241106,Callinectes marginatus,NA,NA,deleted,Callinectes marginatus,TRUE
W-Bch-158053,Callinectes ornatus,NA,Callinectes ornatus,accepted,Callinectes ornatus,TRUE
W-Bch-107379,Callinectes sapidus,NA,Callinectes sapidus,accepted,Callinectes sapidus,TRUE
W-Bch-158055,Callinectes similis,NA,Callinectes similis,accepted,Callinectes similis,TRUE
W-Sca-344490,Calliodentalium callipeplum,NA,Calliodentalium callipeplum,accepted,Calliodentalium callipeplum,TRUE
W-Sca-344491,Calliodentalium crocinum,NA,Calliodentalium crocinum,accepted,Calliodentalium crocinum,TRUE
W-Msc-419417,Calliostoma javanicum,NA,Calliostoma javanicum,accepted,Calliostoma javanicum,TRUE
W-Msc-419419,Calliostoma jujubinum,NA,Calliostoma jujubinum,accepted,Calliostoma jujubinum,TRUE
W-Msc-419424,Calliostoma pulchrum,NA,Calliostoma pulchrum,accepted,Calliostoma pulchrum,TRUE
URM-2-456,Callipallene brevirostris,NA,Callipallene brevirostris,accepted,Callipallene brevirostris,TRUE
URM-2-468,Callipallene margarita,NA,Callipallene margarita,accepted,Callipallene margarita,TRUE
URM-2-470,Callipallene novaezealandiae,NA,Callipallene novaezealandiae,accepted,Callipallene novaezealandiae,TRUE
URM-2-474,Callipallene phantoma,NA,Callipallene phantoma,accepted,Callipallene phantoma,TRUE
URM-2-474,Callipallene phantoma,NA,Callipallene phantoma,unaccepted,Callipallene sagamiensis,FALSE
W-Msc-141906,Callista chione,NA,Callista chione,accepted,Callista chione,TRUE
W-Msc-534558,Callistoctopus macropus,NA,Callistoctopus macropus,accepted,Callistoctopus macropus,TRUE
W-Msc-534728,Callistoctopus ornatus,NA,Callistoctopus ornatus,accepted,Callistoctopus ornatus,TRUE
W-Msc-140132,Callochiton septemvalvis,NA,Callochiton septemvalvis,accepted,Callochiton septemvalvis,TRUE
W-Bry-111196,Callopora dumerilii,NA,Callopora dumerilii,accepted,Callopora dumerilii,TRUE
W-Bry-111197,Callopora lineata,NA,Callopora lineata,accepted,Callopora lineata,TRUE
ITS-Mam-180627,Callorhinus ursinus,3590,Callorhinus ursinus,accepted,Callorhinus ursinus,TRUE
W-Por-247858,Callyspongia vaginalis,NA,Callyspongia vaginalis,alternate representation,Callyspongia (Cladochalina) vaginalis,FALSE
ITS-203446,Calonectris diomedea,22698167,Calonectris diomedea,accepted,Calonectris diomedea,TRUE
ITS-203449,Calonectris leucomelas,22698172,Calonectris leucomelas,accepted,Calonectris leucomelas,TRUE
W-Hyd-117402,Calycella syringa,NA,Calycella syringa,accepted,Calycella syringa,TRUE
SLB-75422,Calyptraea centralis,NA,Calyptraea centralis,accepted,Calyptraea centralis,TRUE
W-Msc-138961,Calyptraea chinensis,NA,Calyptraea chinensis,accepted,Calyptraea chinensis,TRUE
W-Bra-235704,Campages furcifera,NA,Campages furcifera,accepted,Campages furcifera,TRUE
W-Hyd-174424,Campanularia hicksoni,NA,Campanularia hicksoni,accepted,Campanularia hicksoni,TRUE
W-Bch-208891,Camposcia retusa,NA,Camposcia retusa,accepted,Camposcia retusa,TRUE
W-Cum-182377,Campylaspis antarctica,NA,Campylaspis antarctica,accepted,Campylaspis antarctica,TRUE
W-Cum-182399,Campylaspis excavata,NA,Campylaspis excavata,accepted,Campylaspis excavata,TRUE
W-Cum-182400,Campylaspis frigida,NA,Campylaspis frigida,accepted,Campylaspis frigida,TRUE
W-Cum-182411,Campylaspis johnstoni,NA,Campylaspis johnstoni,accepted,Campylaspis johnstoni,TRUE
W-Cum-182416,Campylaspis maculata,NA,Campylaspis maculata,accepted,Campylaspis maculata,TRUE
W-Cum-182425,Campylaspis nodulosa,NA,Campylaspis nodulosa,accepted,Campylaspis nodulosa,TRUE
W-Cum-182443,Campylaspis quadridentata,NA,Campylaspis quadridentata,accepted,Campylaspis quadridentata,TRUE
SLB-186169,Campylonotus vagans,NA,Campylonotus vagans,accepted,Campylonotus vagans,TRUE
W-Msc-532157,Canarium erythrinum,NA,Canarium erythrinum,accepted,Canarium erythrinum,TRUE
W-Msc-515781,Cancellaria reticulata,NA,Cancellaria reticulata,accepted,Cancellaria reticulata,TRUE
W-Bra-235524,Cancellothyris hedleyi,NA,Cancellothyris hedleyi,accepted,Cancellothyris hedleyi,TRUE
SLB-9723,Cancer antennarius,NA,NA,error,NA,NA
W-Bch-107275,Cancer bellianus,NA,NA,deleted,Cancer bellianus,TRUE
W-Bch-107275,Cancer bellianus,NA,Cancer bellianus,accepted,Cancer bellianus,TRUE
W-Bch-158056,Cancer borealis,NA,Cancer borealis,accepted,Cancer borealis,TRUE
W-Bch-452138,Cancer branneri,NA,Cancer branneri,unaccepted,Romaleon branneri,FALSE
W-Bch-452220,Cancer gracilis,NA,Cancer gracilis,unaccepted,Metacarcinus gracilis,FALSE
W-Bch-158057,Cancer irroratus,NA,Cancer irroratus,accepted,Cancer irroratus,TRUE
W-Bch-158057,Cancer irroratus,NA,Cancer irroratus,unaccepted,Cancer plebejus,FALSE
W-Bch-452249,Cancer jordani,NA,Cancer jordani,unaccepted,Romaleon jordani,FALSE
W-Bch-107276,Cancer pagurus,NA,Cancer pagurus,accepted,Cancer pagurus,TRUE
W-Bch-440382,Cancer productus,NA,Cancer productus,accepted,Cancer productus,TRUE
SLB-171002,Canistrocarpus cervicornis,NA,Canistrocarpus cervicornis,accepted,Canistrocarpus cervicornis,TRUE
SLB-102465,Cantellius septimus,NA,Cantellius septimus,accepted,Cantellius septimus,TRUE
URM-Cn-5746,Cantharellus doederleini,133597,Cantharellus doederleini,accepted,Cantharellus doederleini,TRUE
W-Msc-208034,Cantharus fumosus,NA,Cantharus fumosus,unaccepted,Pollia fumosa,FALSE
W-Msc-208035,Cantharus undosus,NA,Cantharus undosus,unaccepted,Pollia undosa,FALSE
ITS-Mam-180535,Caperea marginata,3778,Caperea marginata,accepted,Caperea marginata,TRUE
W-Pol-129876,Capitella capitata,NA,Capitella capitata,accepted,Capitella capitata,TRUE
Hex-191235,Capnea sanguinea,NA,Capnea sanguinea,accepted,Capnea sanguinea,TRUE
ITS-95410,Caprella equilibra,NA,Caprella equilibra,accepted,Caprella equilibra,TRUE
SLB-174434,Caprellinoides mayeri,NA,Caprellinoides mayeri,accepted,Caprellinoides mayeri,TRUE
SLB-185147,Caprellinoides tristanensis,NA,Caprellinoides tristanensis,accepted,Caprellinoides tristanensis,TRUE
SLB-75466,Capulus ungaricus,NA,Capulus ungaricus,accepted,Capulus ungaricus,TRUE
W-Bch-107380,Carcinus aestuarii,NA,Carcinus aestuarii,accepted,Carcinus aestuarii,TRUE
W-Bch-107381,Carcinus maenas,NA,Carcinus maenas,accepted,Carcinus maenas,TRUE
SLB-174436,Cardenio paurodactylus,NA,Cardenio paurodactylus,accepted,Cardenio paurodactylus,TRUE
W-Bch-210291,Cardisoma carnifex,NA,Cardisoma carnifex,accepted,Cardisoma carnifex,TRUE
W-Bch-422183,Cardisoma guanhumi,NA,Cardisoma guanhumi,accepted,Cardisoma guanhumi,TRUE
W-Msc-504868,Cardites bicolor,NA,Cardites bicolor,accepted,Cardites bicolor,TRUE
Rep-2666,Caretta caretta,3897,Caretta caretta,accepted,Caretta caretta,TRUE
W-Oct-395098,Carijoa riisei,NA,Carijoa riisei,accepted,Carijoa riisei,TRUE
W-Msc-217093,Carinapex minutissima,NA,Carinapex minutissima,accepted,Carinapex minutissima,TRUE
Chn-9486b34f-116a-4f90-9c34-5036248600fb,Carinosquilla multicarinata,NA,Carinosquilla multicarinata,accepted,Carinosquilla multicarinata,TRUE
W-Iso-216037,Carpias algicola,NA,Carpias algicola,accepted,Carpias algicola,TRUE
W-Iso-255963,Carpias bermudensis,NA,Carpias bermudensis,accepted,Carpias bermudensis,TRUE
W-Bch-209150,Carpilius convexus,NA,Carpilius convexus,accepted,Carpilius convexus,TRUE
W-Bch-209151,Carpilius maculatus,NA,Carpilius maculatus,accepted,Carpilius maculatus,TRUE
SLB-12203,Carupa tenuipes,NA,Carupa tenuipes,accepted,Carupa tenuipes,TRUE
URM-Cn-5036,Caryophyllia calveri,NA,NA,error,NA,NA
SLB-129857,Caryophyllia communis,NA,NA,error,NA,NA
URM-Cn-5041,Caryophyllia crosnieri,NA,NA,error,NA,NA
URM-Cn-5043,Caryophyllia cyathus,NA,NA,error,NA,NA
URM-Cn-5056,Caryophyllia inornata,NA,NA,error,NA,NA
URM-Cn-5081,Caryophyllia smithii,NA,NA,error,NA,NA
W-Msc-211107,Casmaria erinaceus,NA,Casmaria erinaceus,accepted,Casmaria erinaceus,TRUE
W-Iso-175200,Cassidinopsis emarginata,NA,Cassidinopsis emarginata,accepted,Cassidinopsis emarginata,TRUE
W-Msc-208963,Cassis cornuta,NA,Cassis cornuta,accepted,Cassis cornuta,TRUE
SLB-75493,Cassis flammea,NA,Cassis flammea,accepted,Cassis flammea,TRUE
SLB-75494,Cassis madagascariensis,NA,Cassis madagascariensis,accepted,Cassis madagascariensis,TRUE
W-Msc-224977,Cassis tuberosa,NA,Cassis tuberosa,accepted,Cassis tuberosa,TRUE
W-Msc-224977,Cassis tuberosa,NA,Cassis tuberosa,unaccepted,Cassis rufa,FALSE
URM-Cn-5092,Catalaphyllia jardinei,132890,Catalaphyllia jardinei,accepted,Catalaphyllia jardinei,TRUE
URM-Cn-5505,Caulastrea curvata,133695,Caulastrea curvata,unaccepted,Caulastraea curvata,FALSE
SLB-62380,Caulastrea echinulata,133497,Caulastrea echinulata,unaccepted,Caulastraea echinulata,FALSE
SLB-62381,Caulastrea furcata,133417,Caulastrea furcata,unaccepted,Caulastraea furcata,FALSE
SLB-62382,Caulastrea tumida,133405,Caulastrea tumida,unaccepted,Caulastraea tumida,FALSE
SLB-142435,Caulerpa brachypus,NA,Caulerpa brachypus,accepted,Caulerpa brachypus,TRUE
SLB-142440,Caulerpa cupressoides,NA,Caulerpa cupressoides,accepted,Caulerpa cupressoides,TRUE
SLB-142481,Caulerpa lentillifera,NA,Caulerpa lentillifera,accepted,Caulerpa lentillifera,TRUE
SLB-132903,Caulerpa peltata,NA,Caulerpa peltata,unaccepted,Caulerpa chemnitzia,FALSE
SLB-132510,Caulerpa racemosa,NA,Caulerpa racemosa,accepted,Caulerpa racemosa,TRUE
SLB-132863,Caulerpa sertularioides,NA,Caulerpa sertularioides,accepted,Caulerpa sertularioides,TRUE
SLB-132865,Caulerpa taxifolia,NA,Caulerpa taxifolia,accepted,Caulerpa taxifolia,TRUE
W-Msc-139029,Cavolinia inflexa,NA,Cavolinia inflexa,accepted,Cavolinia inflexa,TRUE
W-Msc-139031,Cavolinia uncinata,NA,Cavolinia uncinata,accepted,Cavolinia uncinata,TRUE
W-Bch-557896,Cavoportunus dubius,NA,Cavoportunus dubius,accepted,Cavoportunus dubius,TRUE
W-Msc-707486,Cellana rota,NA,Cellana rota,accepted,Cellana rota,TRUE
W-Msc-325464,Cellana testudinaria,NA,Cellana testudinaria,accepted,Cellana testudinaria,TRUE
SLB-183317,Centrostephanus rodgersii,NA,Centrostephanus rodgersii,accepted,Centrostephanus rodgersii,TRUE
ITS-Mam-180449,Cephalorhynchus commersonii,4159,Cephalorhynchus commersonii,accepted,Cephalorhynchus commersonii,TRUE
ITS-Mam-180451,Cephalorhynchus heavisidii,4161,Cephalorhynchus heavisidii,accepted,Cephalorhynchus heavisidii,TRUE
URM-Cn-10176,Cephea cephea,NA,Cephea cephea,accepted,Cephea cephea,TRUE
ITS-176994,Cepphus carbo,22694867,Cepphus carbo,accepted,Cepphus carbo,TRUE
ITS-176991,Cepphus columba,22694864,Cepphus columba,accepted,Cepphus columba,TRUE
ITS-176985,Cepphus grylle,22694861,Cepphus grylle,accepted,Cepphus grylle,TRUE
ITS-657037,Ceradocus sheardi,NA,NA,error,NA,NA
W-Msc-138998,Cerastoderma edule,NA,Cerastoderma edule,accepted,Cerastoderma edule,TRUE
W-Msc-138999,Cerastoderma glaucum,NA,Cerastoderma glaucum,unaccepted,Cerastoderma glaucum,TRUE
W-Msc-138999,Cerastoderma glaucum,NA,Cerastoderma glaucum,accepted,Cerastoderma glaucum,TRUE
SLB-64977,Ceratocymba leuckarti,NA,NA,error,NA,NA
W-Msc-420610,Ceratophyllidia papilligera,NA,Ceratophyllidia papilligera,accepted,Ceratophyllidia papilligera,TRUE
SLB-93966,Ceratosoma amoena,NA,Ceratosoma amoena,unaccepted,Ceratosoma amoenum,FALSE
W-Msc-533901,Ceratosoma brevicaudatum,NA,Ceratosoma brevicaudatum,accepted,Ceratosoma brevicaudatum,TRUE
Hex-5105,Cereus herpetodes,NA,Cereus herpetodes,accepted,Cereus herpetodes,TRUE
Hex-2131,Cereus pedunculatus,NA,Cereus pedunculatus,accepted,Cereus pedunculatus,TRUE
W-Msc-456564,Cerithidea cingulata,NA,Cerithidea cingulata,unaccepted,Cerithideopsilla cingulata,FALSE
SLB-93022,Cerithidea obtusa,NA,Cerithidea obtusa,accepted,Cerithidea obtusa,TRUE
SLB-93037,Cerithidea quadrata,NA,Cerithidea quadrata,unaccepted,Cerithidea quoyii,FALSE
W-Msc-160161,Cerithiopsis greenii,NA,Cerithiopsis greenii,accepted,Cerithiopsis greenii,TRUE
SLB-98761,Cerithium atromarginatum,NA,Cerithium atromarginatum,accepted,Cerithium atromarginatum,TRUE
W-Msc-216708,Cerithium columna,NA,Cerithium columna,accepted,Cerithium columna,TRUE
SLB-92983,Cerithium coralium,NA,Cerithium coralium,accepted,Cerithium coralium,TRUE
W-Msc-216682,Cerithium dialeucum,NA,Cerithium dialeucum,accepted,Cerithium dialeucum,TRUE
W-Msc-216669,Cerithium echinatum,NA,Cerithium echinatum,accepted,Cerithium echinatum,TRUE
W-Msc-180921,Cerithium egenum,NA,Cerithium egenum,accepted,Cerithium egenum,TRUE
W-Msc-139061,Cerithium nesioticum,NA,Cerithium nesioticum,accepted,Cerithium nesioticum,TRUE
W-Msc-139062,Cerithium nodulosum,NA,Cerithium nodulosum,accepted,Cerithium nodulosum,TRUE
W-Msc-139062,Cerithium nodulosum,NA,Cerithium nodulosum,unaccepted,Batillaria hectori,FALSE
SLB-166132,Cerithium pacificum,NA,Cerithium pacificum,accepted,Cerithium pacificum,TRUE
SLB-166132,Cerithium pacificum,NA,Cerithium pacificum,unaccepted,Rhinocoryne humboldtii,FALSE
W-Msc-216688,Cerithium rostratum,NA,Cerithium rostratum,accepted,Cerithium rostratum,TRUE
W-Msc-216698,Cerithium salebrosum,NA,Cerithium salebrosum,accepted,Cerithium salebrosum,TRUE
W-Msc-420296,Cerodrillia thea,NA,Cerodrillia thea,accepted,Cerodrillia thea,TRUE
ITS-177023,Cerorhinca monocerata,22694924,Cerorhinca monocerata,accepted,Cerorhinca monocerata,TRUE
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,Cervimunida princeps,NA,Cervimunida princeps,accepted,Cervimunida princeps,TRUE
W-Bch-107369,Chaceon affinis,NA,NA,deleted,Chaceon affinis,TRUE
W-Bch-107369,Chaceon affinis,NA,Chaceon affinis,accepted,Chaceon affinis,TRUE
W-Bch-442693,Chaceon bicolor,NA,Chaceon bicolor,accepted,Chaceon bicolor,TRUE
W-Bch-394996,Chaceon fenneri,NA,Chaceon fenneri,accepted,Chaceon fenneri,TRUE
W-Bch-453162,Chaceon maritae,NA,Chaceon maritae,accepted,Chaceon maritae,TRUE
W-Bch-107372,Chaceon mediterraneus,NA,Chaceon mediterraneus,accepted,Chaceon mediterraneus,TRUE
W-Bch-158407,Chaceon quinquedens,NA,Chaceon quinquedens,accepted,Chaceon quinquedens,TRUE
W-Iso-174578,Chaetarcturus adareanus,NA,Chaetarcturus adareanus,accepted,Chaetarcturus adareanus,TRUE
W-Iso-174575,Chaetarcturus franklini,NA,Chaetarcturus franklini,accepted,Chaetarcturus franklini,TRUE
W-Msc-545006,Chaetoderma argenteum,NA,Chaetoderma argenteum,accepted,Chaetoderma argenteum,TRUE
W-Msc-545018,Chaetoderma hancocki,NA,Chaetoderma hancocki,accepted,Chaetoderma hancocki,TRUE
W-Msc-545037,Chaetoderma nanulum,NA,Chaetoderma nanulum,accepted,Chaetoderma nanulum,TRUE
W-Msc-139106,Chaetoderma nitidulum,NA,Chaetoderma nitidulum,accepted,Chaetoderma nitidulum,TRUE
W-Msc-545044,Chaetoderma pacificum,NA,Chaetoderma pacificum,accepted,Chaetoderma pacificum,TRUE
W-Msc-146791,Chaetoderma productum,NA,Chaetoderma productum,accepted,Chaetoderma productum,TRUE
SLB-134854,Chaetomorpha linum,NA,Chaetomorpha linum,accepted,Chaetomorpha linum,TRUE
SLB-67794,Chaetonotus atrox,NA,NA,error,NA,NA
SLB-67830,Chaetonotus dispar,NA,NA,error,NA,NA
SLB-80146,Chaetopleura apiculata,NA,Chaetopleura apiculata,accepted,Chaetopleura apiculata,TRUE
SLB-3599,Chaetopterus variopedatus,NA,Chaetopterus variopedatus,accepted,Chaetopterus variopedatus,TRUE
W-Msc-504778,Chama croceata,NA,Chama croceata,accepted,Chama croceata,TRUE
W-Msc-208500,Chama lazarus,NA,Chama lazarus,unaccepted,Chama macerophylla,FALSE
W-Msc-208500,Chama lazarus,NA,Chama lazarus,accepted,Chama lazarus,TRUE
SLB-114571,Chama limbula,NA,Chama limbula,accepted,Chama limbula,TRUE
W-Msc-397039,Chama macerophylla,NA,Chama macerophylla,accepted,Chama macerophylla,TRUE
W-Msc-139120,Chama pacifica,NA,Chama pacifica,accepted,Chama pacifica,TRUE
W-Msc-141907,Chamelea gallina,NA,Chamelea gallina,accepted,Chamelea gallina,TRUE
SLB-112283,Chandraniscus tangaroae,NA,NA,error,NA,NA
W-Msc-141101,Charonia lampas,NA,Charonia lampas,accepted,Charonia lampas,TRUE
W-Msc-141102,Charonia tritonis,NA,Charonia tritonis,accepted,Charonia tritonis,TRUE
W-Msc-181006,Charonia variegata,NA,Charonia variegata,accepted,Charonia variegata,TRUE
SLB-88621,Charybdis affinis,NA,NA,error,NA,NA
SLB-88624,Charybdis annulata,NA,NA,error,NA,NA
SLB-189618,Charybdis erythrodactyla,NA,NA,error,NA,NA
SLB-88572,Charybdis feriatus,NA,NA,error,NA,NA
SLB-12206,Charybdis hawaiensis,NA,NA,error,NA,NA
SLB-12207,Charybdis hellerii,NA,NA,error,NA,NA
SLB-88573,Charybdis natator,NA,NA,error,NA,NA
SLB-118449,Charybdis obtusifrons,NA,NA,error,NA,NA
SLB-114081,Charybdis orientalis,NA,NA,error,NA,NA
SLB-88631,Charybdis truncata,NA,NA,error,NA,NA
SLB-98598,Cheirimedon femoratus,NA,Cheirimedon femoratus,accepted,Cheirimedon femoratus,TRUE
Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,Chelarctus aureus,185041,Chelarctus aureus,accepted,Chelarctus aureus,TRUE
Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,Chelarctus cultrifer,185080,Chelarctus cultrifer,accepted,Chelarctus cultrifer,TRUE
W-Msc-420528,Chelidonura hirundinina,NA,Chelidonura hirundinina,accepted,Chelidonura hirundinina,TRUE
W-Msc-550460,Chelidonura inornata,NA,Chelidonura inornata,accepted,Chelidonura inornata,TRUE
Rep-2941,Chelonia mydas,4615,Chelonia mydas,accepted,Chelonia mydas,TRUE
W-Hyd-135417,Chelophyes appendiculata,NA,Chelophyes appendiculata,accepted,Chelophyes appendiculata,TRUE
W-Hyd-196554,Chelophyes contorta,NA,Chelophyes contorta,accepted,Chelophyes contorta,TRUE
W-Msc-405857,Chicomurex superbus,NA,Chicomurex superbus,accepted,Chicomurex superbus,TRUE
SLB-74704,Chicoreus beauii,NA,NA,error,NA,NA
W-Msc-558803,Chicoreus brevifrons,NA,Chicoreus brevifrons,accepted,Chicoreus brevifrons,TRUE
W-Msc-208143,Chicoreus brunneus,NA,Chicoreus brunneus,accepted,Chicoreus brunneus,TRUE
W-Msc-208131,Chicoreus microphyllus,NA,Chicoreus microphyllus,accepted,Chicoreus microphyllus,TRUE
W-Msc-558787,Chicoreus ramosus,NA,Chicoreus ramosus,accepted,Chicoreus ramosus,TRUE
W-Msc-208137,Chicoreus torrefactus,NA,Chicoreus torrefactus,accepted,Chicoreus torrefactus,TRUE
W-Bch-107315,Chionoecetes opilio,NA,Chionoecetes opilio,accepted,Chionoecetes opilio,TRUE
SLB-156484,Chirona tenuis,NA,Chirona tenuis,unaccepted,Striatobalanus tenuis,FALSE
SLB-117966,Chirostylus dolichopus,NA,Chirostylus dolichopus,accepted,Chirostylus dolichopus,TRUE
SLB-71422,Chiroteuthis veranyi,176066,Chiroteuthis veranyi,unaccepted,Chiroteuthis veranii,FALSE
W-Msc-599273,Chlamys coruscans,NA,Chlamys coruscans,unaccepted,Pascahinnites coruscans,FALSE
SLB-114581,Chlamys irregularis,NA,Chlamys irregularis,unaccepted,Laevichlamys cuneata,FALSE
W-Msc-140692,Chlamys islandica,NA,Chlamys islandica,accepted,Chlamys islandica,TRUE
W-Msc-207843,Chlamys squamata,NA,Chlamys squamata,unaccepted,Scaeochlamys squamata,FALSE
ITS-559199,Chlidonias albostriatus,22694750,Chlidonias albostriatus,accepted,Chlidonias albostriatus,TRUE
ITS-726051,Chlidonias hybrida,22694764,Chlidonias hybrida,accepted,Chlidonias hybrida,TRUE
ITS-176958,Chlidonias leucopterus,22694782,Chlidonias leucopterus,accepted,Chlidonias leucopterus,TRUE
ITS-176959,Chlidonias niger,22694787,Chlidonias niger,accepted,Chlidonias niger,TRUE
W-Bch-209139,Chlorodiella barbata,NA,Chlorodiella barbata,accepted,Chlorodiella barbata,TRUE
W-Bch-444078,Chlorodiella crispipleopa,NA,Chlorodiella crispipleopa,accepted,Chlorodiella crispipleopa,TRUE
W-Bch-209138,Chlorodiella cytherea,NA,Chlorodiella cytherea,accepted,Chlorodiella cytherea,TRUE
W-Bch-209137,Chlorodiella laevissima,NA,Chlorodiella laevissima,accepted,Chlorodiella laevissima,TRUE
W-Bch-209136,Chlorodiella nigra,NA,Chlorodiella nigra,accepted,Chlorodiella nigra,TRUE
SLB-131244,Chlorotocella gracilis,NA,Chlorotocella gracilis,accepted,Chlorotocella gracilis,TRUE
SLB-131229,Chlorotocoides spinicauda,NA,Chlorotocoides spinicauda,accepted,Chlorotocoides spinicauda,TRUE
ITS-97083,Chlorotocus crassicornis,NA,Chlorotocus crassicornis,accepted,Chlorotocus crassicornis,TRUE
W-Ase-213280,Choriaster granulatus,NA,Choriaster granulatus,accepted,Choriaster granulatus,TRUE
ITS-660025,Chorismus antarcticus,NA,Chorismus antarcticus,accepted,Chorismus antarcticus,TRUE
SLB-101314,Chorisquilla hystrix,NA,Chorisquilla hystrix,accepted,Chorisquilla hystrix,TRUE
Chn-2f5a48ac-ec54-40e1-9a03-ce2be006ee68,Chorisquilla spinosissima,NA,Chorisquilla spinosissima,accepted,Chorisquilla spinosissima,TRUE
W-Bry-111304,Chorizopora brongniartii,NA,Chorizopora brongniartii,accepted,Chorizopora brongniartii,TRUE
W-Msc-420587,Chromodoris clenchi,NA,Chromodoris clenchi,unaccepted,Felimida clenchi,FALSE
W-Msc-559721,Chromodoris coi,NA,Chromodoris coi,unaccepted,Goniobranchus coi,FALSE
W-Msc-559717,Chromodoris geometrica,NA,Chromodoris geometrica,unaccepted,Goniobranchus geometricus,FALSE
W-Msc-558218,Chromodoris lineolata,NA,Chromodoris lineolata,accepted,Chromodoris lineolata,TRUE
